height,weight,gender,bmi,age,rh,heart_rate,stress_level,skin_temp,eda,Clo,Act,env_temp
1.71,64.0,-1.0,21.88707637,27.0,41.75,58.0,23.0,34.558,0.059034,0.74,1.1,24.64111111111111
1.71,64.0,-1.0,21.88707637,27.0,43.5,73.0,16.5,31.772,0.012577,0.74,1.0,22.717222222222226
1.71,64.0,-1.0,21.88707637,27.0,55.83,55.5,23.0,31.672873595505617,0.8773787832764505,0.74,1.0,23.868888888888886
1.69,75.0,-1.0,26.25958475,24.0,53.23,101.0,23.9873417721519,31.065,0.0019125,0.31,1.0,25.61
1.6,63.0,1.0,24.609375,24.0,53.85,0.0,23.9873417721519,31.672873595505617,0.004451500000000001,0.5,1.1,21.76
1.77,68.0,-1.0,21.70512943,24.0,53.967,73.5,9.0,31.353,0.005151,0.54,1.0,23.785
1.6,63.0,1.0,24.609375,24.0,54.51,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.5,0.8,19.94777777777778
1.71,64.0,-1.0,21.88707637,27.0,38.38,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.74,1.0,26.487777777777776
1.74,65.0,-1.0,21.46915048,23.0,51.66,76.29887218045113,23.9873417721519,31.672873595505617,0.11447449999999999,0.31,0.8,25.61
1.6,52.5,1.0,20.5078125,24.0,40.231,75.0,13.0,31.672873595505617,0.027802499999999997,0.96,1.1,23.06388888888889
1.64,54.0,1.0,20.07733492,24.0,61.636,70.0,20.0,32.059,0.2637705,0.74,1.0,25.524999999999995
1.63,50.0,1.0,18.81892431,23.0,30.79,65.5,15.0,31.672873595505617,0.013144999999999999,0.5,1.0,23.19611111111111
1.77,68.0,-1.0,21.70512943,24.0,52.658,76.29887218045113,23.9873417721519,31.672873595505617,-0.0018165,0.54,1.0,24.581111111111124
1.77,68.0,-1.0,21.70512943,24.0,55.15600000000001,76.29887218045113,23.9873417721519,31.672873595505617,-0.001963,0.54,1.0,25.11277777777778
1.63,50.0,1.0,18.81892431,23.0,55.79,76.29887218045113,23.0,31.672873595505617,0.028312,0.5,1.0,25.318888888888885
1.63,50.0,1.0,18.81892431,23.0,36.26,76.29887218045113,1.0,30.008000000000006,0.158944,0.5,1.0,24.447777777777777
1.63,50.0,1.0,18.81892431,23.0,45.07,65.0,22.0,30.378,0.057169000000000005,0.5,1.0,23.868888888888886
1.78,73.0,-1.0,23.0400202,24.0,59.48,107.0,60.0,31.824,0.0255055,0.36,1.0,24.73777777777778
1.83,74.0,-1.0,22.09680791,24.0,50.09,75.0,23.0,31.248,0.024383000000000002,0.5,1.1,25.902222222222218
1.67,56.0,1.0,20.07960128,26.0,56.69,89.0,9.0,31.672873595505617,0.8951520000000001,0.36,1.1,23.868888888888886
1.63,50.0,1.0,18.81892431,23.0,29.29,72.0,11.0,31.672873595505617,0.0124,0.5,1.0,24.544999999999998
1.66,57.0,1.0,20.68515024,25.0,40.87,63.0,23.0,31.17,0.0073375,0.57,1.0,23.483888888888888
1.67,56.0,1.0,20.07960128,26.0,55.42,76.29887218045113,23.9873417721519,30.4705,0.021595500000000004,0.74,2.6,23.29222222222222
1.71,64.0,-1.0,21.88707637,27.0,56.36,58.0,17.0,33.868,0.0955895,0.74,1.0,20.805
1.63,50.0,1.0,18.81892431,23.0,21.13,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.5,1.0,22.717222222222226
1.6,52.5,1.0,20.5078125,24.0,45.968,76.29887218045113,14.0,31.672873595505617,-0.0148435,0.96,1.1,21.7238888888889
1.6,63.0,1.0,24.609375,24.0,34.06,98.0,23.9873417721519,31.672873595505617,0.0188865,0.96,2.0,24.73777777777778
1.63,50.0,1.0,18.81892431,23.0,30.33,66.0,9.0,31.672873595505617,0.096501,0.5,1.0,23.677222222222223
1.64,54.0,1.0,20.07733492,24.0,41.42,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.74,1.1,23.58111111111111
1.63,50.0,1.0,18.81892431,23.0,51.41,76.29887218045113,16.0,31.672873595505617,0.0180325,0.5,1.0,24.544999999999998
1.77,58.0,-1.0,18.51319863,23.0,52.915,80.0,18.0,33.199,0.08188,0.36,1.0,25.30722222222222
1.63,50.0,1.0,18.81892431,23.0,15.0,77.0,23.9873417721519,31.672873595505617,0.090102,0.57,2.5,30.759999999999998
1.63,50.0,1.0,18.81892431,23.0,30.27,76.0,16.0,31.672873595505617,0.015652000000000003,0.5,1.0,24.73777777777778
1.78,73.0,-1.0,23.0400202,24.0,65.47,62.0,16.0,31.641,0.0990665,0.36,1.0,23.483888888888888
1.63,50.0,1.0,18.81892431,23.0,23.83,94.0,58.0,31.672873595505617,0.6643155000000001,0.5,2.5,23.483888888888888
1.63,50.0,1.0,18.81892431,23.0,30.44,72.0,13.0,31.672873595505617,0.058322000000000006,0.5,1.0,24.157777777777774
1.78,73.0,-1.0,23.0400202,24.0,49.83,82.0,77.0,31.287,0.10588,0.57,1.4,27.567222222222235
1.78,73.0,-1.0,23.0400202,24.0,47.22,104.0,23.9873417721519,31.672873595505617,0.57029,0.36,2.0,29.852777777777778
1.6,52.5,1.0,20.5078125,24.0,57.645,78.0,30.0,31.672873595505617,0.031050499999999998,0.54,1.1,23.904999999999998
1.77,68.0,-1.0,21.70512943,24.0,54.19300000000001,62.0,4.0,32.474000000000004,0.08413899999999999,0.54,1.0,25.186111111111106
1.6,52.5,1.0,20.5078125,24.0,40.279,69.5,6.0,31.672873595505617,0.0319265,0.96,1.1,23.544999999999998
1.67,56.0,1.0,20.07960128,26.0,51.13,91.0,61.0,31.672873595505617,0.8773787832764505,0.67,1.0,22.23777777777778
1.77,58.0,-1.0,18.51319863,23.0,51.083,84.0,10.0,32.5,0.017661999999999997,0.36,0.8,24.94388888888889
1.63,50.0,1.0,18.81892431,23.0,40.53,73.0,22.0,31.85,0.114876,0.5,1.0,24.73777777777778
1.63,50.0,1.0,18.81892431,23.0,26.46,63.0,0.0,31.672873595505617,0.040827499999999996,0.5,1.0,23.677222222222223
1.63,50.0,1.0,18.81892431,23.0,39.71,72.0,5.0,32.656,0.15383799999999995,0.5,1.0,25.027777777777775
1.64,54.0,1.0,20.07733492,24.0,60.835,58.0,0.0,32.292,0.17298249999999998,0.74,1.0,25.62277777777779
1.71,64.0,-1.0,21.88707637,27.0,57.44,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.5,0.8,24.544999999999998
1.71,64.0,-1.0,21.88707637,27.0,42.23,60.0,23.0,33.919000000000004,0.049122000000000006,0.74,1.0,24.447777777777777
1.77,68.0,-1.0,21.70512943,24.0,52.173,66.0,21.0,31.85,0.021721,0.54,1.0,24.749999999999996
1.66,57.0,1.0,20.68515024,25.0,41.95,76.29887218045113,61.0,30.775,0.0272765,0.57,1.0,24.157777777777774
1.63,50.0,1.0,18.81892431,23.0,26.71,76.0,16.0,31.672873595505617,0.0427345,0.5,1.0,24.06222222222222
1.63,50.0,1.0,18.81892431,23.0,30.94,70.0,10.0,31.672873595505617,0.05346,0.5,1.0,24.157777777777774
1.6,63.0,1.0,24.609375,24.0,51.71,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.5,0.8,19.377222222222215
1.63,50.0,1.0,18.81892431,23.0,26.33,96.0,73.0,31.672873595505617,0.0094985,0.5,1.1,24.06222222222222
1.69,75.0,-1.0,26.25958475,24.0,53.01,97.0,23.9873417721519,31.672873595505617,0.0012515,0.31,1.0,25.416111111111107
1.83,74.0,-1.0,22.09680791,24.0,53.29,65.0,2.0,31.51,0.0155705,0.5,1.1,25.416111111111107
1.77,68.0,-1.0,21.70512943,24.0,54.895,63.5,3.0,34.584,0.053329999999999995,0.54,1.0,23.71277777777778
1.69,75.0,-1.0,26.25958475,24.0,33.13,76.29887218045113,23.9873417721519,31.672873595505617,0.0047515,0.36,1.0,23.868888888888886
1.77,68.0,-1.0,21.70512943,24.0,53.007,105.0,23.9873417721519,31.536,0.012531,0.54,1.0,23.664999999999996
1.63,50.0,1.0,18.81892431,23.0,32.97,73.0,14.0,30.801,0.040848,0.5,1.0,25.512777777777778
1.83,74.0,-1.0,22.09680791,24.0,52.36,67.0,10.0,30.933000000000003,0.008645,0.5,1.1,25.70777777777778
1.63,50.0,1.0,18.81892431,23.0,21.23,73.5,13.5,30.457,0.052659000000000004,0.5,1.0,23.387777777777778
1.64,54.0,1.0,20.07733492,24.0,61.044,81.0,7.0,32.552,0.169282,0.74,1.0,25.792777777777765
1.69,75.0,-1.0,26.25958475,24.0,28.01,138.5,23.9873417721519,31.672873595505617,0.001355,0.36,1.1,23.387777777777778
1.63,50.0,1.0,18.81892431,23.0,29.43,72.5,20.0,31.672873595505617,0.0476615,0.5,1.0,24.06222222222222
1.83,74.0,-1.0,22.09680791,24.0,48.73,81.5,53.0,32.111,0.0199025,0.5,1.1,26.58500000000001
1.67,56.0,1.0,20.07960128,26.0,53.66,82.0,40.0,31.672873595505617,0.28372200000000003,0.36,1.0,24.351111111111106
1.63,50.0,1.0,18.81892431,23.0,32.83,68.0,7.0,30.272,0.0580375,0.5,1.0,26.195000000000014
1.77,68.0,-1.0,21.70512943,24.0,50.4,85.0,28.0,30.51,0.0524835,0.54,1.0,24.122222222222224
1.69,75.0,-1.0,26.25958475,24.0,28.85,74.0,8.0,30.378,0.0009199999999999999,0.36,1.0,25.222222222222225
1.77,68.0,-1.0,21.70512943,24.0,50.374,76.0,36.0,30.219,0.0062385,0.54,1.0,24.17111111111111
1.74,65.0,-1.0,21.46915048,23.0,51.09,71.0,43.0,32.681999999999995,0.0623345,0.31,0.8,27.272222222222222
1.63,50.0,1.0,18.81892431,23.0,34.45,71.0,13.0,31.672873595505617,0.050617,0.5,1.0,23.677222222222223
1.77,68.0,-1.0,21.70512943,24.0,52.533,75.0,25.0,32.552,0.022154499999999997,0.54,1.0,25.065
1.63,50.0,1.0,18.81892431,23.0,33.36,90.0,35.0,30.272,0.05634,0.5,1.0,25.999999999999996
1.67,56.0,1.0,20.07960128,26.0,51.79,98.0,23.9873417721519,31.672873595505617,0.2462445,0.36,1.0,24.351111111111106
1.63,50.0,1.0,18.81892431,23.0,32.52,68.0,13.0,31.672873595505617,0.0182755,0.5,1.0,23.29222222222222
1.71,64.0,-1.0,21.88707637,27.0,56.61,76.29887218045113,8.0,33.636,0.07892350000000001,0.74,0.8,20.805
1.69,75.0,-1.0,26.25958475,24.0,53.15,79.0,23.9873417721519,31.615,0.003735,0.31,1.0,25.416111111111107
1.77,68.0,-1.0,21.70512943,24.0,53.962,86.0,57.0,31.672873595505617,0.019934,0.54,1.0,24.65277777777778
1.63,50.0,1.0,18.81892431,23.0,31.78,89.0,23.9873417721519,31.672873595505617,0.0300135,0.5,1.0,24.73777777777778
1.6,52.5,1.0,20.5078125,24.0,61.405,72.0,18.0,30.431,0.0423025,0.54,1.0,22.56111111111111
1.77,58.0,-1.0,18.51319863,23.0,54.639,100.5,78.0,30.854,0.003849,0.36,1.0,24.557222222222222
1.77,58.0,-1.0,18.51319863,23.0,51.493,92.0,57.0,32.5,0.131081,0.36,1.1,25.38
1.67,56.0,1.0,20.07960128,26.0,60.79,94.0,66.5,31.672873595505617,0.9616975,0.57,2.6,22.42888888888889
1.63,50.0,1.0,18.81892431,23.0,34.26,65.0,3.0,31.672873595505617,0.055739,0.5,1.0,23.772777777777776
1.64,54.0,1.0,20.07733492,24.0,60.745,76.29887218045113,0.0,32.889,0.1778115,0.74,1.0,25.62277777777779
1.67,56.0,1.0,20.07960128,26.0,59.56,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.36,1.0,23.003888888888888
1.6,52.5,1.0,20.5078125,24.0,39.012,68.0,2.0,31.672873595505617,0.0298825,0.96,1.1,23.71277777777778
1.6,52.5,1.0,20.5078125,24.0,46.346,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.61,1.7,19.222222222222218
1.63,50.0,1.0,18.81892431,23.0,54.55,76.29887218045113,9.0,31.51,0.013528,0.5,1.0,25.70777777777778
1.63,50.0,1.0,18.81892431,23.0,30.71,78.0,23.9873417721519,30.114,0.08481949999999999,0.5,1.0,23.483888888888888
1.6,52.5,1.0,20.5078125,24.0,62.178,67.0,7.0,31.672873595505617,0.0135595,0.54,1.0,22.368888888888886
1.63,50.0,1.0,18.81892431,23.0,40.74,76.0,24.0,31.013,0.1135745,0.5,1.0,24.544999999999998
1.64,54.0,1.0,20.07733492,24.0,61.04,65.0,2.0,32.474000000000004,0.17161949999999998,0.74,1.0,25.76777777777778
1.77,68.0,-1.0,21.70512943,24.0,54.039,86.0,47.0,31.17,0.007222,0.54,1.0,23.85722222222222
1.71,64.0,-1.0,21.88707637,27.0,44.35,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.74,0.8,22.42888888888889
1.63,50.0,1.0,18.81892431,23.0,26.55,60.0,20.0,31.672873595505617,0.013459,0.5,1.0,23.772777777777776
1.69,75.0,-1.0,26.25958475,24.0,48.12,85.0,3.0,32.396,0.009195,0.36,1.0,24.447777777777777
1.6,52.5,1.0,20.5078125,24.0,61.932,75.0,18.0,31.248,4.428543999999999,0.5,0.8,24.36277777777779
1.77,58.0,-1.0,18.51319863,23.0,47.279,104.0,72.0,30.59,0.011949,0.36,1.0,24.749999999999996
1.69,75.0,-1.0,26.25958475,24.0,50.72,106.0,23.9873417721519,31.353,0.084652,0.31,1.1,25.027777777777775
1.77,68.0,-1.0,21.70512943,24.0,57.779,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.54,1.0,25.841111111111108
1.63,50.0,1.0,18.81892431,23.0,32.93,84.0,34.0,30.087,0.0366325,0.5,1.0,25.027777777777775
1.67,56.0,1.0,20.07960128,26.0,59.56,85.0,33.0,30.907,0.322383,0.36,1.0,23.003888888888888
1.77,68.0,-1.0,21.70512943,24.0,58.317,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.54,1.0,25.11277777777778
1.77,68.0,-1.0,21.70512943,24.0,55.789,61.0,17.0,34.865,0.2748305,0.54,1.0,23.664999999999996
1.63,50.0,1.0,18.81892431,23.0,24.63,67.5,1.0,30.325,0.06128900000000001,0.5,1.0,24.06222222222222
1.6,52.5,1.0,20.5078125,24.0,55.21,71.0,13.0,31.672873595505617,0.07715349999999999,0.96,1.1,23.737222222222226
1.71,64.0,-1.0,21.88707637,27.0,55.81,56.0,10.0,31.672873595505617,-0.000973,0.74,1.0,23.966111111111108
1.6,63.0,1.0,24.609375,24.0,52.46,71.0,13.0,31.693,1.692259,0.36,1.1,28.059999999999995
1.69,75.0,-1.0,26.25958475,24.0,51.93,89.0,23.9873417721519,31.955,0.001021,0.31,1.1,25.222222222222225
1.63,50.0,1.0,18.81892431,23.0,55.21,72.0,13.0,30.801,0.016507499999999998,0.5,1.0,25.512777777777778
1.67,56.0,1.0,20.07960128,26.0,59.9,87.0,23.9873417721519,30.114,0.286036,0.36,1.0,23.29222222222222
1.77,68.0,-1.0,21.70512943,24.0,55.29600000000001,94.0,69.0,31.672873595505617,0.004311000000000001,0.54,1.0,23.904999999999998
1.78,73.0,-1.0,23.0400202,24.0,65.49,76.29887218045113,1.0,31.955,0.054604,0.36,1.0,23.387777777777778
1.63,50.0,1.0,18.81892431,23.0,55.77,75.0,27.0,30.642,0.016225999999999997,0.5,1.0,25.416111111111107
1.6,52.5,1.0,20.5078125,24.0,50.664,76.29887218045113,23.9873417721519,31.143,0.918024,0.36,1.0,25.162222222222223
1.6,63.0,1.0,24.609375,24.0,55.24,75.0,23.9873417721519,31.196,0.3833055,0.36,1.8,27.075
1.63,50.0,1.0,18.81892431,23.0,52.09,80.0,48.0,30.51,0.0232435,0.5,1.0,25.416111111111107
1.77,68.0,-1.0,21.70512943,24.0,50.87600000000001,77.0,39.0,30.907,0.017022000000000002,0.54,1.0,24.581111111111124
1.63,50.0,1.0,18.81892431,23.0,55.11,76.29887218045113,4.0,30.669,0.0099515,0.5,1.0,25.70777777777778
1.6,63.0,1.0,24.609375,24.0,56.13,98.0,23.9873417721519,32.318000000000005,0.41395299999999996,0.36,2.5,27.567222222222235
1.69,75.0,-1.0,26.25958475,24.0,52.59,72.0,23.9873417721519,31.536,0.0053535,0.31,1.0,25.318888888888885
1.63,50.0,1.0,18.81892431,23.0,38.16,69.0,3.0,31.672873595505617,0.017930500000000002,0.5,1.0,24.447777777777777
