height,weight,gender,bmi,age,rh,heart_rate,stress_level,skin_temp,eda,Clo,Act,env_temp
1.64,54.0,1.0,20.07733492,24.0,42.29,65.0,0.0,32.604,0.10286600000000001,0.74,1.1,23.19611111111111
1.71,64.0,-1.0,21.88707637,27.0,55.71,57.0,19.0,31.672873595505617,0.0010005,0.74,1.0,23.966111111111108
1.77,68.0,-1.0,21.70512943,24.0,56.012,76.29887218045113,23.9873417721519,31.672873595505617,-0.0016000000000000005,0.54,1.0,25.21
1.63,50.0,1.0,18.81892431,23.0,26.08,74.0,14.0,31.672873595505617,0.047399000000000004,0.5,1.0,23.58111111111111
1.77,58.0,-1.0,18.51319863,23.0,47.95399999999999,88.0,49.0,32.552,0.0484145,0.36,1.1,25.987222222222222
1.63,50.0,1.0,18.81892431,23.0,25.67,66.0,14.0,31.672873595505617,0.051153,0.5,1.0,23.483888888888888
1.63,50.0,1.0,18.81892431,23.0,54.33,74.0,25.0,30.193,0.0252385,0.5,1.0,25.805
1.77,68.0,-1.0,21.70512943,24.0,60.07,75.0,34.0,31.615,0.013302,0.54,1.0,24.79777777777779
1.6,63.0,1.0,24.609375,24.0,55.22,111.0,23.9873417721519,31.672873595505617,0.015899499999999997,0.36,2.0,25.902222222222218
1.77,68.0,-1.0,21.70512943,24.0,58.312,0.0,23.9873417721519,31.672873595505617,0.8773787832764505,0.54,1.0,25.282777777777778
1.63,50.0,1.0,18.81892431,23.0,33.96,63.0,23.0,30.167,0.14911999999999995,0.5,1.0,24.06222222222222
1.77,58.0,-1.0,18.51319863,23.0,53.739,76.29887218045113,23.9873417721519,31.672873595505617,0.006314999999999999,0.36,1.0,23.95388888888889
1.77,68.0,-1.0,21.70512943,24.0,58.527,96.5,78.0,30.272,0.0108895,0.54,1.0,25.282777777777778
1.77,58.0,-1.0,18.51319863,23.0,52.13,122.0,23.9873417721519,32.656,0.08781449999999999,0.36,1.1,26.328888888888887
1.63,50.0,1.0,18.81892431,23.0,53.26,84.0,23.9873417721519,31.672873595505617,0.013073500000000002,0.5,1.0,25.318888888888885
1.71,64.0,-1.0,21.88707637,27.0,44.6,71.0,5.0,32.526,0.019846500000000003,0.74,1.0,22.621111111111112
1.69,75.0,-1.0,26.25958475,24.0,50.24,104.0,23.9873417721519,31.672873595505617,0.8773787832764505,0.31,1.0,24.931111111111115
1.69,75.0,-1.0,26.25958475,24.0,33.2,0.0,23.9873417721519,31.672873595505617,0.003399,0.36,1.0,23.772777777777776
1.64,54.0,1.0,20.07733492,24.0,61.437,73.0,7.0,32.137,0.2500575,0.74,1.0,25.59777777777779
1.69,75.0,-1.0,26.25958475,24.0,34.49,69.0,2.0,31.672873595505617,0.003736,0.36,1.0,24.25499999999999
1.6,52.5,1.0,20.5078125,24.0,41.21100000000001,68.0,7.0,31.672873595505617,0.0005035,0.96,1.1,22.226111111111113
1.77,68.0,-1.0,21.70512943,24.0,60.377,84.5,56.0,31.222,0.028247,0.54,1.0,24.822777777777777
1.77,68.0,-1.0,21.70512943,24.0,52.788,76.29887218045113,35.0,30.933000000000003,0.0023490000000000004,0.54,1.0,24.605
1.6,52.5,1.0,20.5078125,24.0,39.62,76.29887218045113,16.0,31.672873595505617,0.013961,0.96,1.1,22.728888888888875
1.78,73.0,-1.0,23.0400202,24.0,42.75,83.0,58.0,31.672873595505617,0.040177,0.36,2.0,29.052777777777777
1.63,50.0,1.0,18.81892431,23.0,27.59,93.0,23.9873417721519,31.672873595505617,0.3258055,0.5,1.0,23.772777777777776
1.6,63.0,1.0,24.609375,24.0,59.12,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.36,1.0,24.351111111111106
1.67,56.0,1.0,20.07960128,26.0,61.81,76.29887218045113,23.9873417721519,31.672873595505617,74.546516,0.36,1.0,21.855
1.77,68.0,-1.0,21.70512943,24.0,53.869,83.0,48.0,31.641,0.019722,0.54,1.0,23.76111111111111
1.63,50.0,1.0,18.81892431,23.0,25.74,76.0,11.0,30.828000000000007,0.07284500000000001,0.5,1.0,24.157777777777774
1.77,58.0,-1.0,18.51319863,23.0,48.808,94.0,61.0,30.034,0.006720500000000001,0.36,1.0,24.507777777777765
1.63,50.0,1.0,18.81892431,23.0,47.18,64.0,1.0,30.828000000000007,0.048247000000000005,0.5,1.0,23.677222222222223
1.77,68.0,-1.0,21.70512943,24.0,55.872,66.0,2.0,34.022,0.014493,0.54,1.0,23.592777777777776
1.77,68.0,-1.0,21.70512943,24.0,56.06800000000001,61.0,8.0,34.763000000000005,0.0614735,0.54,1.0,23.664999999999996
1.63,50.0,1.0,18.81892431,23.0,39.17,67.0,7.0,31.672873595505617,0.059989000000000015,0.5,1.0,23.868888888888886
1.78,73.0,-1.0,23.0400202,24.0,65.59,76.29887218045113,18.0,32.707,0.105565,0.36,1.0,23.387777777777778
1.71,64.0,-1.0,21.88707637,27.0,40.14,63.0,22.0,33.456,0.0420055,0.74,1.0,25.124999999999996
1.6,63.0,1.0,24.609375,24.0,55.56,79.0,26.5,31.672873595505617,0.0149135,0.36,1.2,25.805
1.77,68.0,-1.0,21.70512943,24.0,50.16,86.0,23.9873417721519,32.111,0.0049204999999999995,0.54,1.0,25.743888888888886
1.77,68.0,-1.0,21.70512943,24.0,58.03100000000001,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.54,1.0,25.67111111111111
1.66,57.0,1.0,20.68515024,25.0,42.23,70.0,45.0,31.3,0.035673500000000004,0.57,1.0,24.25499999999999
1.71,64.0,-1.0,21.88707637,27.0,38.69,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.74,1.0,26.292222222222232
1.67,56.0,1.0,20.07960128,26.0,47.01,117.0,81.0,31.672873595505617,0.1697305,0.74,2.6,24.157777777777774
1.78,73.0,-1.0,23.0400202,24.0,61.16,76.29887218045113,5.0,32.241,0.026082,0.36,1.0,24.835
1.78,73.0,-1.0,23.0400202,24.0,65.66,79.0,58.0,31.85,0.0744175,0.36,1.0,23.58111111111111
1.63,50.0,1.0,18.81892431,23.0,55.13,73.0,21.0,31.672873595505617,0.028972,0.5,1.0,25.416111111111107
1.69,75.0,-1.0,26.25958475,24.0,34.74,76.29887218045113,23.9873417721519,31.672873595505617,0.0023539999999999998,0.36,1.0,23.966111111111108
1.63,50.0,1.0,18.81892431,23.0,24.42,83.0,40.5,31.672873595505617,0.0460135,0.5,1.0,23.58111111111111
1.63,50.0,1.0,18.81892431,23.0,41.05,86.0,23.9873417721519,30.563,0.28190950000000004,0.5,1.0,24.64111111111111
1.63,50.0,1.0,18.81892431,23.0,39.56,82.0,35.5,31.745,0.080954,0.5,1.0,24.25499999999999
1.77,68.0,-1.0,21.70512943,24.0,53.64,68.0,11.0,31.798,0.0218395,0.54,1.0,23.68888888888889
1.78,73.0,-1.0,23.0400202,24.0,65.0,87.0,80.0,31.013,0.0953095,0.36,1.0,23.772777777777776
1.63,50.0,1.0,18.81892431,23.0,34.65,63.0,10.0,31.458,0.0211635,0.5,0.8,23.29222222222222
1.77,68.0,-1.0,21.70512943,24.0,55.20399999999999,69.0,30.5,30.537,0.015256,0.54,1.0,25.01611111111111
1.77,68.0,-1.0,21.70512943,24.0,60.468,84.0,66.0,30.748,0.032255,0.54,1.0,25.01611111111111
1.78,73.0,-1.0,23.0400202,24.0,42.38,75.0,49.0,31.672873595505617,0.028051,0.36,2.0,29.95277777777778
1.67,56.0,1.0,20.07960128,26.0,50.09,89.0,49.0,31.672873595505617,0.8773787832764505,0.67,1.1,22.621111111111112
1.64,54.0,1.0,20.07733492,24.0,60.669,68.5,7.0,32.241,0.239517,0.74,1.0,25.743888888888886
1.77,58.0,-1.0,18.51319863,23.0,53.13399999999999,92.0,23.9873417721519,32.163000000000004,0.0682085,0.36,1.0,25.282777777777778
1.63,50.0,1.0,18.81892431,23.0,54.03,67.0,6.0,30.986,0.012276,0.5,1.0,25.999999999999996
1.63,50.0,1.0,18.81892431,23.0,23.12,72.0,20.0,30.775,0.06567200000000001,0.5,1.0,24.06222222222222
1.63,50.0,1.0,18.81892431,23.0,39.16,74.0,18.0,32.733000000000004,0.112194,0.5,1.0,24.544999999999998
1.63,50.0,1.0,18.81892431,23.0,34.64,73.0,13.0,31.719,0.170487,0.5,1.0,23.868888888888886
1.63,50.0,1.0,18.81892431,23.0,31.58,83.0,46.0,30.405,0.06666150000000001,0.5,1.1,23.19611111111111
1.69,75.0,-1.0,26.25958475,24.0,52.93,73.0,23.9873417721519,31.672873595505617,0.8773787832764505,0.31,1.0,25.027777777777775
1.67,56.0,1.0,20.07960128,26.0,56.42,86.0,36.5,31.672873595505617,1.1466040000000002,0.36,1.1,23.868888888888886
1.78,73.0,-1.0,23.0400202,24.0,34.58,77.0,23.9873417721519,31.672873595505617,0.0245775,0.57,1.4,28.059999999999995
1.63,50.0,1.0,18.81892431,23.0,30.37,79.0,25.0,31.672873595505617,0.0483875,0.5,1.0,23.29222222222222
1.78,73.0,-1.0,23.0400202,24.0,38.77,63.0,4.0,31.672873595505617,0.030258999999999998,0.36,2.0,27.96111111111111
1.71,64.0,-1.0,21.88707637,27.0,56.33,66.0,2.0,32.215,0.0964465,0.74,1.0,20.90111111111111
1.69,75.0,-1.0,26.25958475,24.0,38.95,75.0,0.0,31.672873595505617,0.0019455,0.36,1.8,23.966111111111108
1.77,68.0,-1.0,21.70512943,24.0,55.381,81.0,58.0,32.292,0.0265925,0.54,1.0,25.38
1.77,58.0,-1.0,18.51319863,23.0,46.988,96.0,59.0,31.484,0.016696499999999996,0.36,1.0,25.04
1.6,52.5,1.0,20.5078125,24.0,50.303,59.5,90.0,31.672873595505617,0.199287,0.96,1.0,23.37611111111111
1.71,64.0,-1.0,21.88707637,27.0,41.38,62.0,14.0,33.971,0.070634,0.74,1.0,24.544999999999998
1.69,75.0,-1.0,26.25958475,24.0,34.02,65.0,0.0,30.907,0.007206999999999999,0.36,1.0,24.447777777777777
1.77,58.0,-1.0,18.51319863,23.0,44.274,86.0,23.9873417721519,31.955,0.03282,0.36,1.1,24.628888888888884
1.77,58.0,-1.0,18.51319863,23.0,54.292,88.0,56.0,32.889,0.0833265,0.36,0.8,25.67111111111111
1.69,75.0,-1.0,26.25958475,24.0,26.19,92.0,62.0,30.801,0.00176,0.36,1.1,23.677222222222223
1.67,56.0,1.0,20.07960128,26.0,57.53,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.36,1.0,21.37777777777778
1.6,63.0,1.0,24.609375,24.0,53.98,66.0,4.0,31.955,0.7532435000000001,0.36,1.1,27.96111111111111
1.6,52.5,1.0,20.5078125,24.0,47.765,76.29887218045113,23.9873417721519,30.272,0.5322060000000001,0.36,1.1,26.842222222222222
1.6,63.0,1.0,24.609375,24.0,56.97,71.0,23.9873417721519,31.143,-0.000403,0.36,1.0,25.512777777777778
1.71,64.0,-1.0,21.88707637,27.0,55.89,54.0,2.0,31.672873595505617,-0.0034585,0.74,0.8,24.06222222222222
1.71,64.0,-1.0,21.88707637,27.0,57.27,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.5,0.8,24.544999999999998
1.69,75.0,-1.0,26.25958475,24.0,48.16,76.29887218045113,4.0,31.327,0.004321500000000001,0.36,1.0,24.64111111111111
1.77,68.0,-1.0,21.70512943,24.0,56.426,94.0,50.0,31.17,0.0111235,0.54,1.0,23.568888888888875
1.63,50.0,1.0,18.81892431,23.0,30.02,73.0,8.0,30.114,0.095971,0.5,1.0,23.772777777777776
1.63,50.0,1.0,18.81892431,23.0,33.77,75.0,19.5,30.272,0.0385355,0.5,1.0,23.387777777777778
1.63,50.0,1.0,18.81892431,23.0,15.0,77.0,23.9873417721519,31.672873595505617,0.0542155,0.57,1.7,26.389999999999997
1.71,64.0,-1.0,21.88707637,27.0,53.94,76.29887218045113,23.9873417721519,31.672873595505617,0.0007070000000000001,0.5,1.0,25.222222222222225
1.69,75.0,-1.0,26.25958475,24.0,34.03,76.29887218045113,23.9873417721519,31.672873595505617,0.001887,0.36,1.0,23.677222222222223
1.63,50.0,1.0,18.81892431,23.0,54.4,71.5,24.0,31.672873595505617,0.27565100000000003,0.5,1.1,25.318888888888885
1.77,68.0,-1.0,21.70512943,24.0,53.066,64.0,21.0,31.85,0.21561100000000002,0.54,1.0,25.01611111111111
1.63,50.0,1.0,18.81892431,23.0,30.25,74.0,11.0,31.672873595505617,0.05751799999999999,0.5,1.0,24.157777777777774
1.63,50.0,1.0,18.81892431,23.0,57.16,79.0,15.5,30.246,0.0225155,0.5,1.0,24.73777777777778
1.69,75.0,-1.0,26.25958475,24.0,42.98,76.29887218045113,23.9873417721519,31.672873595505617,0.8773787832764505,0.36,1.0,24.06222222222222
1.69,75.0,-1.0,26.25958475,24.0,33.0,76.29887218045113,1.0,30.801,0.0125685,0.36,0.8,23.966111111111108
1.77,68.0,-1.0,21.70512943,24.0,55.127,71.0,19.0,31.484,0.021494,0.54,1.0,23.592777777777776
1.69,75.0,-1.0,26.25958475,24.0,48.66,67.5,0.0,32.007,0.010063,0.36,1.0,24.64111111111111
1.6,52.5,1.0,20.5078125,24.0,41.132,71.0,20.0,31.672873595505617,0.0310995,0.96,1.1,23.35222222222221
1.63,50.0,1.0,18.81892431,23.0,54.67,64.0,21.0,31.672873595505617,0.017737000000000003,0.5,0.8,24.835
1.67,56.0,1.0,20.07960128,26.0,49.57,90.0,23.9873417721519,31.672873595505617,0.8773787832764505,0.5,1.1,23.29222222222222
1.77,68.0,-1.0,21.70512943,24.0,53.901,67.0,6.0,31.562,0.0227065,0.54,1.0,23.76111111111111
1.77,68.0,-1.0,21.70512943,24.0,52.287,76.29887218045113,18.0,31.719,0.0055145,0.54,1.0,25.354999999999997
1.63,50.0,1.0,18.81892431,23.0,55.33,65.0,9.0,31.672873595505617,0.009863,0.5,0.8,24.835
1.78,73.0,-1.0,23.0400202,24.0,65.4,76.29887218045113,23.9873417721519,31.672873595505617,73.93724699999999,0.5,1.0,23.29222222222222
1.69,75.0,-1.0,26.25958475,24.0,31.69,70.0,0.0,32.007,0.0123165,0.36,1.0,23.772777777777776
1.69,75.0,-1.0,26.25958475,24.0,25.66,105.0,23.9873417721519,30.484,0.002907,0.36,1.8,23.966111111111108
1.71,64.0,-1.0,21.88707637,27.0,42.28,59.0,23.0,33.996,0.06871100000000001,0.74,1.0,24.157777777777774
1.71,64.0,-1.0,21.88707637,27.0,56.11,70.0,24.0,34.073,0.1071645,0.74,1.0,20.805
